,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
15730,0.384,4,0.114,3,0.867,0,3,0,0,1,0.0,0.0,0.398,0,0
15731,0.329,5,0.143,1,0.533,1,5,1,0,0,0.0,0.433,0.551,0,1
15732,0.288,1,0.086,5,0.6,0,4,0,0,1,0.0,0.0,0.194,0,0
15733,0.137,2,0.064,0,0.8,0,3,0,0,0,0.0,0.0,0.398,0,0
15735,0.37,3,0.199,1,0.533,2,10,0,0,0,0.0,0.0,0.398,0,0
15736,0.219,3,0.409,3,0.867,1,6,1,1,0,0.0,0.0,0.398,35,0
15737,0.151,5,0.127,1,0.533,1,5,1,1,0,1.0,0.0,0.398,0,1
15738,0.205,2,0.016,0,0.8,1,1,1,0,0,0.0,0.0,0.449,0,1
15739,0.356,2,0.124,3,0.867,1,3,1,0,0,0.0,0.0,0.551,0,0
15740,0.384,4,0.104,1,0.533,2,4,3,1,1,0.0,0.0,0.398,0,0
15741,0.479,3,0.189,6,0.733,1,4,1,0,0,0.073,0.0,0.398,0,1
15742,0.096,2,0.149,1,0.533,0,4,0,0,0,0.0,0.0,0.347,0,0
15744,0.411,2,0.269,9,0.667,1,3,1,0,0,0.0,0.0,0.398,0,1
15745,0.493,5,0.02,8,1.0,2,1,0,0,0,0.141,0.0,0.5,0,1
15746,0.192,2,0.114,0,0.8,1,5,1,0,0,0.0,0.0,0.398,0,1
15747,0.178,2,0.127,9,0.667,0,10,0,0,0,0.0,0.0,0.398,0,0
15748,0.534,2,0.182,1,0.533,1,0,1,0,0,0.0,0.0,0.398,0,0
15749,0.438,3,0.078,0,0.8,1,3,1,0,0,0.0,0.0,0.398,0,1
15750,0.288,2,0.063,1,0.533,1,6,1,0,0,0.0,0.0,0.398,0,0
15751,0.027,2,0.089,5,0.6,0,0,3,0,0,0.0,0.0,0.173,0,0
15752,0.301,2,0.064,9,0.667,1,10,1,0,0,0.0,0.0,0.398,0,0
15753,0.288,2,0.061,1,0.533,1,1,1,0,0,0.0,0.0,0.398,0,0
15754,0.411,2,0.173,1,0.533,1,6,1,0,0,0.0,0.0,0.551,0,1
15755,0.562,2,0.125,2,0.4,1,10,1,0,0,0.0,0.0,0.398,0,0
15756,0.137,2,0.121,1,0.533,0,6,0,1,0,0.022,0.0,0.398,0,0
15757,0.575,4,0.11,3,0.867,2,3,0,0,0,0.0,0.0,0.398,0,1
15758,0.096,2,0.019,0,0.8,0,5,0,0,0,0.0,0.0,0.469,0,0
15759,0.342,2,0.21,9,0.667,1,8,1,0,0,0.024,0.0,0.398,0,0
15760,0.493,0,0.074,3,0.867,1,1,1,0,0,0.0,0.0,0.602,0,1
15761,0.247,2,0.134,1,0.533,1,2,1,0,0,0.0,0.0,0.5,0,0
15762,0.26,4,0.079,1,0.533,1,0,2,2,1,0.0,0.0,0.398,26,1
15763,0.123,2,0.16,1,0.533,1,10,1,0,0,0.0,0.0,0.398,4,0
15764,0.219,2,0.081,4,0.267,4,0,0,0,0,0.0,0.0,0.48,0,0
15765,0.164,2,0.055,5,0.6,1,3,1,0,0,0.0,0.0,0.398,0,0
15766,0.356,2,0.087,2,0.4,1,2,1,0,0,0.0,0.0,0.398,0,0
15767,0.247,2,0.046,0,0.8,1,5,1,0,0,0.15,0.0,0.5,0,1
15768,0.425,2,0.069,0,0.8,3,3,5,2,1,0.0,0.0,0.357,11,1
15769,0.384,4,0.121,3,0.867,2,3,0,0,1,0.0,0.0,0.398,0,0
15770,0.356,2,0.078,1,0.533,2,1,0,0,1,0.0,0.0,0.398,0,0
15771,0.137,2,0.016,4,0.267,0,4,3,0,0,0.0,0.0,0.296,0,0
15772,0.055,2,0.273,7,0.2,0,10,3,0,0,0.0,0.0,0.398,0,0
15774,0.301,2,0.014,5,0.6,1,0,1,0,0,0.15,0.0,0.398,0,1
15775,0.479,1,0.123,0,0.8,1,5,1,0,0,0.15,0.0,0.551,0,1
15776,0.329,5,0.041,0,0.8,6,3,4,0,1,0.0,0.0,0.398,0,0
15777,0.425,2,0.096,1,0.533,1,10,1,0,0,0.077,0.0,0.704,0,1
15779,0.493,0,0.182,1,0.533,2,1,0,0,0,0.0,0.251,0.398,0,0
15780,0.219,4,0.159,6,0.733,1,10,1,0,0,0.0,0.0,0.5,0,0
15781,0.274,2,0.105,12,0.333,0,10,3,0,0,0.0,0.0,0.347,0,0
15783,0.356,3,0.135,8,1.0,4,3,4,1,1,0.0,0.0,0.235,0,1
15784,0.041,2,0.074,5,0.6,0,0,0,0,1,0.0,0.0,0.398,0,0
15785,0.411,2,0.242,10,0.933,1,3,1,0,0,0.0,0.0,0.5,0,1
15786,0.26,1,0.085,1,0.533,1,7,1,0,0,0.0,0.0,0.704,0,0
15787,0.329,2,0.109,1,0.533,1,6,1,0,0,0.0,0.433,0.449,0,1
15788,0.685,2,0.059,7,0.2,1,10,1,0,0,0.018,0.0,0.398,0,0
15789,0.288,2,0.189,0,0.8,3,10,0,1,0,0.0,0.0,0.398,21,0
15790,0.411,1,0.16,3,0.867,0,1,0,1,0,0.0,0.0,0.245,0,0
15791,0.301,2,0.204,9,0.667,1,9,1,0,0,0.0,0.0,0.398,0,0
15793,0.26,2,0.043,1,0.533,0,4,3,1,0,0.0,0.0,0.347,0,0
15794,0.096,2,0.091,5,0.6,1,0,1,1,0,0.0,0.0,0.398,0,0
15795,0.452,1,0.028,1,0.533,1,7,1,0,0,0.0,0.0,0.847,0,0
15796,0.055,2,0.142,1,0.533,0,4,0,0,1,0.011,0.0,0.296,0,0
15797,0.055,2,0.134,4,0.267,0,4,3,0,1,0.0,0.0,0.5,4,0
15798,0.315,2,0.133,1,0.533,0,10,0,0,0,0.0,0.0,0.398,0,0
15799,0.027,2,0.233,5,0.6,0,0,0,0,1,0.0,0.0,0.245,0,0
15800,0.288,2,0.088,1,0.533,0,8,0,0,1,0.0,0.0,0.398,0,0
15801,0.233,2,0.156,9,0.667,1,10,1,0,0,0.0,0.0,0.5,0,0
15802,0.37,4,0.17,5,0.6,2,1,0,0,0,0.0,0.0,0.5,0,0
15803,0.041,2,0.093,6,0.733,0,5,3,0,1,0.0,0.0,0.245,0,0
15804,0.37,2,0.132,1,0.533,0,1,0,0,0,0.0,0.359,0.551,7,1
15805,0.438,4,0.022,1,0.533,2,0,0,0,1,0.006,0.0,0.092,0,0
15806,0.384,5,0.048,6,0.733,1,3,1,0,0,0.0,0.0,0.5,0,1
15807,0.096,2,0.143,1,0.533,0,10,3,0,0,0.0,0.0,0.398,0,0
15808,0.233,2,0.117,1,0.533,2,0,3,0,0,0.0,0.0,0.398,0,0
15809,0.562,1,0.088,1,0.533,1,5,1,0,0,0.0,0.0,0.724,0,1
15810,0.301,2,0.151,1,0.533,1,10,1,0,0,0.0,0.0,0.449,0,0
15811,0.068,2,0.028,1,0.533,0,4,3,0,0,0.0,0.0,0.398,0,0
15812,0.288,2,0.172,0,0.8,1,3,2,0,1,0.0,0.0,0.316,0,1
15813,0.205,3,0.02,10,0.933,1,3,1,0,0,0.15,0.0,0.5,0,1
15814,0.384,0,0.116,1,0.533,2,6,0,0,0,0.0,0.0,0.48,0,0
15815,0.082,2,0.18,1,0.533,1,8,1,1,0,0.0,0.0,0.449,0,0
15816,0.247,2,0.072,6,0.733,1,10,1,0,0,0.0,0.0,0.449,0,0
15817,0.479,2,0.184,5,0.6,1,10,1,0,0,0.0,0.0,0.449,0,1
15818,0.521,2,0.241,5,0.6,2,10,0,0,0,0.0,0.0,0.398,0,0
15819,0.082,2,0.231,1,0.533,0,7,3,0,0,0.0,0.0,0.398,0,0
15820,0.068,2,0.012,0,0.8,1,0,3,3,1,0.029,0.0,0.245,0,0
15821,0.137,2,0.066,1,0.533,1,0,1,0,0,0.0,0.0,0.398,0,0
15822,0.096,2,0.106,6,0.733,0,0,3,0,1,0.0,0.0,0.143,0,0
15823,0.055,2,0.185,5,0.6,0,10,0,0,0,0.0,0.0,0.398,0,0
15824,0.438,2,0.126,0,0.8,2,5,5,0,1,0.0,0.0,0.347,0,0
15825,0.205,2,0.074,14,0.467,1,8,1,0,0,0.0,0.0,0.398,0,0
15826,0.644,2,0.09,5,0.6,6,4,4,0,1,0.0,0.0,0.235,0,0
15827,0.274,1,0.011,1,0.533,0,7,4,0,0,0.0,0.0,0.5,0,0
15828,0.603,2,0.124,7,0.2,3,8,0,0,0,0.0,0.0,0.398,24,0
15829,0.37,2,0.054,1,0.533,1,10,2,0,1,0.0,0.0,0.398,0,1
15830,0.493,2,0.188,1,0.533,1,10,1,0,0,0.0,0.0,0.52,0,1
15831,0.356,2,0.281,3,0.867,0,3,0,0,0,0.0,0.0,0.5,0,1
15832,0.589,0,0.15,8,1.0,1,3,1,0,0,0.0,0.437,0.398,0,1
15833,0.082,2,0.179,5,0.6,0,5,3,0,1,0.0,0.0,0.398,0,0
15834,0.11,2,0.161,3,0.867,1,8,0,0,0,0.0,0.0,0.398,4,0
15835,0.164,2,0.093,1,0.533,0,0,0,0,1,0.0,0.0,0.398,0,0
15836,0.466,2,0.05,0,0.8,2,3,4,0,1,0.0,0.0,0.551,7,0
15837,0.411,2,0.224,15,0.067,3,7,0,0,0,0.0,0.0,0.112,4,0
15838,0.041,2,0.055,1,0.533,0,1,4,0,1,0.0,0.0,0.398,0,0
15839,0.11,2,0.072,2,0.4,1,6,1,0,0,0.052,0.0,0.398,12,1
15840,0.137,2,0.13,12,0.333,1,8,1,0,0,0.0,0.0,0.398,0,0
15841,0.082,2,0.126,1,0.533,0,0,0,0,1,0.0,0.0,0.398,0,0
15842,0.014,2,0.191,1,0.533,0,4,3,0,1,0.0,0.0,0.265,0,0
15843,0.082,2,0.165,7,0.2,1,6,1,0,0,0.0,0.0,0.316,0,0
15844,0.575,1,0.142,1,0.533,2,1,0,0,0,0.0,0.0,0.602,0,0
15845,0.397,2,0.132,1,0.533,0,0,0,0,1,0.0,0.0,0.367,0,0
15847,0.397,4,0.076,3,0.867,1,3,1,1,0,0.0,0.0,0.378,0,1
15848,0.26,4,0.135,2,0.4,0,4,4,0,1,0.0,0.0,0.224,0,0
15849,0.37,2,0.125,1,0.533,3,8,4,0,1,0.0,0.0,0.398,0,0
15850,0.0,2,0.04,2,0.4,0,5,3,0,0,0.0,0.0,0.194,0,0
15851,0.137,2,0.037,5,0.6,0,1,0,0,0,0.0,0.0,0.449,0,0
15852,0.205,2,0.116,5,0.6,1,5,1,0,0,0.0,0.0,0.398,0,1
15853,0.493,2,0.063,1,0.533,2,4,0,1,0,0.0,0.0,0.398,0,0
15854,0.068,2,0.065,5,0.6,0,3,3,0,0,0.0,0.0,0.99,0,0
15855,0.178,2,0.109,6,0.733,0,3,3,0,1,0.0,0.0,0.398,0,0
15856,0.411,1,0.132,0,0.8,1,3,1,0,0,0.0,0.46,0.296,0,0
15857,0.699,1,0.134,5,0.6,1,5,1,0,0,0.0,0.0,0.398,0,1
15858,0.301,2,0.064,1,0.533,1,5,1,0,0,0.0,0.0,0.398,0,0
15859,0.068,2,0.128,0,0.8,0,0,3,0,1,0.0,0.0,0.398,0,0
15861,0.041,2,0.11,1,0.533,0,5,3,0,1,0.0,0.0,0.347,0,0
15862,0.055,2,0.171,1,0.533,0,2,5,0,0,0.0,0.0,0.378,2,0
15864,0.178,1,0.197,1,0.533,1,1,1,0,0,0.0,0.0,0.755,0,0
15865,0.11,2,0.083,5,0.6,0,0,3,0,1,0.0,0.0,0.398,0,0
15866,0.082,0,0.127,1,0.533,0,4,3,0,1,0.0,0.0,0.204,0,0
15867,0.315,0,0.093,0,0.8,1,3,5,0,0,0.0,0.0,0.398,0,0
15868,0.123,3,0.049,1,0.533,0,0,0,2,0,0.0,0.0,0.398,0,0
15869,0.548,1,0.007,9,0.667,1,10,1,0,0,0.0,0.0,0.398,0,1
15870,0.26,2,0.176,9,0.667,1,1,1,0,0,0.0,0.0,0.602,0,1
15872,0.438,0,0.123,0,0.8,2,3,0,0,0,0.0,0.0,0.398,0,0
15873,0.562,2,0.204,1,0.533,1,10,1,0,0,0.0,0.0,0.398,0,1
15874,0.205,2,0.11,5,0.6,2,1,0,1,0,0.0,0.0,0.398,0,0
15875,0.575,2,0.068,1,0.533,1,0,1,0,0,0.0,0.0,0.449,0,1
15876,0.342,0,0.105,0,0.8,0,0,5,0,1,0.0,0.0,0.398,0,0
15877,0.274,2,0.045,0,0.8,1,1,1,2,0,0.0,0.0,0.398,10,0
15878,0.315,2,0.104,10,0.933,1,3,1,0,0,0.15,0.0,0.449,0,1
15879,0.411,2,0.04,1,0.533,1,6,1,0,0,0.0,0.0,0.398,0,0
15880,0.534,2,0.226,0,0.8,1,3,1,0,0,0.0,0.0,0.449,0,1
15881,0.178,2,0.196,1,0.533,0,0,3,0,1,0.0,0.0,0.398,0,0
15882,0.342,2,0.019,1,0.533,6,1,0,1,1,0.0,0.0,0.347,0,0
15883,0.055,2,0.156,1,0.533,0,4,3,0,0,0.0,0.0,0.398,0,0
15884,0.055,2,0.08,1,0.533,3,8,3,0,1,0.0,0.0,0.398,21,0
15885,0.411,2,0.099,1,0.533,1,9,2,0,1,0.0,0.0,0.398,0,0
15886,0.068,1,0.013,5,0.6,0,7,3,0,0,0.0,0.0,0.194,0,0
15887,0.247,2,0.163,6,0.733,0,0,0,0,1,0.143,0.0,0.398,0,1
15888,0.329,2,0.096,2,0.4,0,2,5,1,1,0.0,0.0,0.398,0,0
15889,0.356,3,0.096,0,0.8,1,2,1,0,0,0.0,0.0,0.531,0,0
15890,0.589,2,0.047,5,0.6,1,5,1,0,0,0.0,0.0,0.551,0,0
15891,0.767,2,0.008,7,0.2,1,5,1,0,0,0.0,0.0,0.296,0,1
15892,1.0,2,0.051,0,0.8,1,1,2,0,1,0.0,0.0,0.398,7,1
15893,0.616,3,0.076,1,0.533,1,0,1,0,0,0.0,0.0,0.378,0,0
15894,0.151,2,0.139,1,0.533,1,10,1,0,0,0.0,0.0,0.398,0,0
15895,0.384,2,0.027,5,0.6,1,10,1,0,0,0.0,0.0,0.398,0,0
15896,0.027,2,0.167,1,0.533,0,5,0,0,0,0.0,0.0,0.449,0,0
15897,0.178,2,0.192,1,0.533,0,10,0,0,0,0.0,0.0,0.347,0,0
15898,0.027,2,0.18,14,0.467,0,2,3,1,1,0.0,0.0,0.52,0,0
15899,0.082,2,0.375,5,0.6,0,4,3,1,0,0.022,0.0,0.806,0,0
15900,0.068,3,0.177,0,0.8,0,3,3,0,0,0.0,0.0,0.092,0,0
15901,0.027,2,0.175,1,0.533,0,0,3,0,1,0.0,0.0,0.276,0,0
15902,0.384,3,0.131,6,0.733,2,0,4,2,0,0.0,0.478,0.398,11,0
15903,0.123,4,0.085,1,0.533,0,4,4,1,1,0.0,0.0,0.245,0,0
15904,0.342,4,0.114,12,0.333,1,2,1,0,0,1.0,0.0,0.398,0,1
15905,0.616,1,0.099,1,0.533,1,7,1,0,0,0.0,0.0,0.347,0,0
15906,0.603,2,0.066,12,0.333,1,5,1,0,0,0.0,0.0,0.398,0,0
15907,0.233,2,0.014,0,0.8,2,5,0,3,0,0.0,0.359,0.602,0,1
15908,0.068,4,0.102,1,0.533,0,4,3,0,1,0.0,0.0,0.531,0,0
15909,0.534,2,0.065,3,0.867,1,3,1,0,0,0.0,0.0,0.398,0,1
15910,0.205,2,0.146,5,0.6,1,3,1,0,0,0.0,0.0,0.398,0,0
15912,0.123,2,0.134,1,0.533,2,10,0,0,0,0.0,0.0,0.398,0,0
15913,0.205,2,0.024,1,0.533,0,5,3,1,1,0.0,0.383,0.449,0,0
15914,0.562,2,0.128,6,0.733,2,0,0,0,0,0.0,0.431,0.398,0,0
15915,0.11,1,0.083,6,0.733,1,0,2,0,1,0.0,0.0,0.347,0,1
15916,0.082,2,0.122,5,0.6,0,0,3,0,1,0.0,0.0,0.245,0,0
15917,0.082,2,0.053,5,0.6,1,9,1,0,0,0.0,0.0,0.398,0,0
15918,0.507,2,0.146,5,0.6,1,0,1,0,0,0.0,0.0,0.398,0,0
15919,0.151,2,0.176,5,0.6,0,1,0,0,1,0.0,0.0,0.347,0,0
15920,0.247,2,0.032,0,0.8,1,5,1,0,0,0.0,0.0,0.398,0,1
15921,0.178,2,0.098,5,0.6,1,3,1,0,0,0.0,0.0,0.245,0,1
15922,0.082,2,0.128,14,0.467,1,10,1,0,0,0.0,0.0,0.398,0,0
15923,0.342,2,0.146,5,0.6,1,9,1,0,0,0.0,0.0,0.5,0,1
15924,0.753,2,0.013,12,0.333,6,0,0,0,1,0.0,0.0,0.194,0,0
15925,0.055,2,0.061,1,0.533,1,8,1,0,0,0.0,0.0,0.398,0,0
15926,0.274,2,0.18,0,0.8,0,10,0,0,0,0.0,0.0,0.398,0,0
15927,0.507,2,0.136,1,0.533,2,4,0,0,1,0.0,0.0,0.398,0,0
15928,0.562,2,0.076,3,0.867,2,0,0,0,1,0.0,0.455,0.449,0,0
15929,0.205,2,0.072,0,0.8,0,3,3,0,0,0.0,0.0,0.398,0,0
15930,0.658,2,0.012,5,0.6,6,0,0,0,1,0.0,0.0,0.143,0,0
15933,0.658,2,0.116,12,0.333,6,5,0,0,1,0.0,0.0,0.194,0,0
15934,0.219,1,0.014,1,0.533,0,4,0,0,1,0.0,0.0,0.347,0,0
15935,0.247,2,0.069,1,0.533,0,8,4,0,0,0.065,0.0,0.653,0,0
15936,0.137,2,0.187,5,0.6,0,0,3,0,1,0.0,0.0,0.398,0,0
15937,0.233,0,0.186,1,0.533,0,4,3,1,0,0.0,0.0,0.418,0,0
15938,0.493,1,0.098,1,0.533,1,5,1,0,0,0.0,0.0,0.704,0,0
15939,0.082,2,0.032,12,0.333,1,10,1,0,0,0.0,0.0,0.398,20,0
15940,0.356,0,0.142,8,1.0,4,3,4,0,1,0.0,0.0,0.398,0,1
15941,0.562,2,0.157,9,0.667,1,1,1,0,0,0.039,0.0,0.398,0,0
15942,0.288,2,0.093,12,0.333,4,0,4,0,0,0.0,0.865,0.398,0,0
15943,0.123,2,0.126,1,0.533,1,2,1,0,0,0.0,0.0,0.5,0,0
15944,0.589,2,0.08,0,0.8,1,1,1,0,0,0.0,0.0,0.5,0,1
15945,0.151,2,0.226,1,0.533,1,8,1,0,0,0.0,0.384,0.5,0,0
15946,0.219,3,0.257,1,0.533,0,0,3,0,1,0.0,0.0,0.296,0,0
15947,0.164,4,0.181,5,0.6,1,6,1,0,0,0.0,0.0,0.398,0,0
15948,0.507,0,0.119,8,1.0,0,1,0,0,1,0.0,0.0,0.5,0,1
15949,0.329,2,0.179,7,0.2,1,7,1,0,0,0.0,0.0,0.357,0,0
15950,0.63,1,0.114,5,0.6,2,1,0,0,0,0.0,0.0,0.5,0,0
15951,0.192,2,0.098,1,0.533,1,0,2,0,1,0.0,0.0,0.265,0,0
15952,0.082,2,0.204,0,0.8,0,5,3,1,1,0.0,0.0,0.245,0,0
15954,0.329,2,0.173,10,0.933,1,3,1,0,0,0.0,0.0,0.449,0,1
15955,0.466,2,0.257,1,0.533,1,6,1,0,0,0.0,0.0,0.398,0,1
15956,0.575,2,0.149,5,0.6,1,10,1,0,0,0.0,0.0,0.398,0,1
15957,0.082,2,0.344,5,0.6,0,3,0,0,1,0.0,0.0,0.449,0,0
15958,0.096,1,0.118,5,0.6,0,1,0,1,0,0.0,0.0,0.449,0,0
15959,0.685,1,0.087,1,0.533,2,3,0,0,1,0.0,0.0,0.194,0,0
15961,0.411,4,0.126,0,0.8,1,3,1,0,0,0.0,0.0,0.398,0,1
15962,0.055,2,0.269,1,0.533,0,10,0,0,0,0.0,0.0,0.398,24,0
15963,0.288,2,0.246,7,0.2,1,7,1,0,0,0.0,0.0,0.398,0,0
15964,0.521,2,0.045,0,0.8,2,3,4,0,1,0.0,0.0,0.398,0,0
15965,0.301,2,0.058,3,0.867,2,3,3,0,1,0.015,0.0,0.398,0,0
15966,0.096,2,0.047,1,0.533,4,4,4,0,1,0.0,0.0,0.5,20,1
15967,0.096,2,0.006,1,0.533,1,11,1,2,0,0.0,0.0,0.398,15,0
15968,0.288,2,0.178,5,0.6,1,5,1,0,0,0.073,0.0,0.398,0,1
15969,0.027,2,0.071,1,0.533,0,4,3,0,0,0.0,0.0,0.235,0,0
15970,0.205,2,0.132,1,0.533,1,10,1,0,0,0.0,0.0,0.5,0,0
15971,0.63,1,0.113,5,0.6,1,1,1,0,0,0.0,0.0,0.602,0,1
15972,0.014,2,0.122,5,0.6,0,5,0,0,1,0.0,0.0,0.296,0,0
15973,0.26,2,0.036,5,0.6,1,6,1,0,0,0.0,0.0,0.449,0,0
15974,0.329,2,0.127,0,0.8,2,6,3,1,0,0.065,0.0,0.398,0,0
15975,0.548,2,0.013,5,0.6,0,11,0,0,0,0.0,0.0,0.398,0,0
15976,0.425,2,0.01,1,0.533,1,10,1,0,0,0.0,0.0,0.398,0,0
15977,0.37,2,0.142,1,0.533,2,5,0,0,1,0.0,0.345,0.398,0,0
15978,0.11,2,0.1,5,0.6,0,1,3,2,0,0.0,0.0,0.398,26,0
15979,0.425,2,0.073,14,0.467,1,1,1,0,0,0.0,0.0,0.5,0,0
15980,0.041,2,0.053,5,0.6,0,5,3,0,1,0.0,0.0,0.071,0,0
15981,0.781,1,0.091,1,0.533,1,5,1,0,0,0.0,0.0,0.551,0,0
15982,0.37,2,0.13,1,0.533,0,1,0,0,1,0.0,0.0,0.398,0,0
15983,0.123,2,0.114,5,0.6,1,8,2,0,1,0.0,0.0,0.398,0,0
15984,0.507,4,0.181,1,0.533,1,7,1,0,0,0.0,0.0,0.398,0,0
15985,0.301,2,0.132,1,0.533,1,2,1,0,0,0.0,0.0,0.48,0,1
15986,0.288,2,0.006,5,0.6,2,0,0,0,1,0.074,0.0,0.398,0,0
15987,0.014,2,0.133,12,0.333,0,4,5,0,1,0.0,0.0,0.398,0,0
15989,0.096,2,0.065,5,0.6,0,4,3,0,0,0.0,0.0,0.398,0,0
15990,0.027,1,0.185,4,0.267,0,3,0,0,0,0.0,0.0,0.347,4,0
15991,0.151,2,0.122,1,0.533,1,8,1,0,0,0.0,0.0,0.398,0,0
15992,0.151,2,0.149,1,0.533,4,2,0,4,0,0.0,0.0,0.296,0,0
15993,0.438,4,0.012,1,0.533,1,10,1,0,0,0.0,0.0,0.398,0,0
15994,0.452,2,0.198,0,0.8,1,10,1,0,0,0.0,0.0,0.398,0,0
15995,0.63,2,0.119,1,0.533,6,8,5,1,1,0.0,0.0,0.398,19,0
15996,0.562,1,0.087,1,0.533,1,7,1,0,0,0.0,0.0,0.5,0,0
15997,0.699,5,0.083,1,0.533,6,4,4,0,1,0.0,0.0,0.143,0,0
15998,0.329,3,0.243,5,0.6,1,1,1,1,0,0.0,0.0,0.398,0,1
16000,0.137,2,0.141,5,0.6,1,3,1,0,0,0.031,0.0,0.5,0,1
16001,0.096,2,0.265,0,0.8,0,3,0,0,0,0.0,0.0,0.398,0,0
16002,0.452,2,0.122,0,0.8,2,1,4,0,1,0.0,0.0,0.398,0,0
16003,0.411,2,0.199,5,0.6,2,4,3,0,1,0.0,0.0,0.439,0,0
16005,0.507,2,0.075,1,0.533,6,4,4,0,1,0.0,0.0,0.398,0,0
16006,0.151,2,0.038,0,0.8,0,0,3,2,1,0.0,0.0,0.296,0,0
16007,0.123,0,0.106,3,0.867,0,3,0,0,1,0.0,0.0,0.398,0,0
16008,0.247,0,0.108,0,0.8,4,1,0,0,0,0.0,0.0,0.418,0,0
16009,0.425,2,0.071,1,0.533,1,5,1,0,0,0.029,0.0,0.143,0,0
16010,0.452,2,0.104,6,0.733,1,5,2,0,1,0.039,0.0,0.398,0,0
16011,0.301,2,0.117,1,0.533,2,0,0,0,1,0.0,0.0,0.398,0,0
16012,0.397,2,0.122,0,0.8,0,5,0,0,0,0.0,0.0,0.449,0,1
16013,0.329,2,0.062,5,0.6,6,0,4,1,1,0.0,0.0,0.48,0,0
16014,0.096,2,0.087,7,0.2,1,5,1,0,0,0.026,0.0,0.398,0,0
16015,0.548,2,0.1,1,0.533,2,10,0,0,0,0.0,0.0,0.398,0,0
16016,0.205,2,0.102,1,0.533,0,2,0,0,0,0.0,0.0,0.398,13,0
16017,0.329,2,0.132,6,0.733,1,1,1,1,0,0.0,0.0,0.5,3,1
16018,0.521,2,0.205,1,0.533,1,10,1,0,0,0.0,0.0,0.398,0,1
16020,0.712,2,0.099,7,0.2,2,8,4,1,1,0.03,0.0,0.398,0,0
16021,0.068,2,0.067,1,0.533,0,4,0,1,1,0.0,0.0,0.398,0,0
16022,0.384,2,0.122,1,0.533,1,4,1,0,0,0.039,0.0,0.398,0,0
16023,0.219,2,0.131,1,0.533,0,0,0,1,0,0.0,0.0,0.398,0,0
16024,0.548,2,0.201,5,0.6,4,5,0,0,1,0.0,0.0,0.398,0,0
16025,0.288,1,0.054,0,0.8,1,1,1,2,0,0.0,0.437,0.653,0,1
16026,0.315,2,0.131,1,0.533,1,10,1,0,0,0.0,0.0,0.5,0,0
16027,0.425,1,0.201,5,0.6,2,2,3,0,1,0.0,0.0,0.398,0,0
16028,0.288,4,0.138,5,0.6,3,1,4,1,1,0.0,0.0,0.347,0,0
16029,0.123,0,0.186,0,0.8,0,3,0,0,1,0.0,0.0,0.602,0,0
16030,0.096,2,0.102,1,0.533,0,8,3,0,0,0.0,0.0,0.398,0,0
16031,0.247,2,0.106,1,0.533,3,4,4,1,1,0.0,0.0,0.194,0,0
16032,0.274,2,0.186,5,0.6,1,10,1,0,0,0.052,0.0,0.755,0,1
16033,0.342,2,0.031,1,0.533,2,8,0,0,0,0.0,0.0,0.398,0,0
16034,0.274,2,0.058,1,0.533,1,0,2,0,1,0.0,0.0,0.398,0,1
16035,0.274,2,0.131,1,0.533,0,1,0,0,1,0.0,0.0,0.5,0,0
16037,0.068,2,0.109,1,0.533,1,10,1,0,0,0.0,0.0,0.398,0,0
16038,0.096,2,0.114,2,0.4,0,0,0,0,1,0.0,0.0,0.398,9,0
16039,0.384,4,0.202,5,0.6,1,0,1,0,0,0.0,0.0,0.398,0,1
16040,0.164,1,0.256,1,0.533,0,10,0,0,0,0.0,0.0,0.5,0,1
16041,0.082,2,0.193,5,0.6,0,0,3,1,1,0.0,0.0,0.245,0,0
16042,0.096,3,0.079,0,0.8,0,1,0,0,0,0.0,0.0,0.398,0,0
16043,0.11,2,0.084,6,0.733,0,3,3,0,1,0.0,0.0,0.398,0,0
16044,0.562,2,0.206,1,0.533,2,5,5,0,1,0.0,0.0,0.316,0,0
16045,0.151,5,0.013,9,0.667,0,5,0,0,0,0.0,0.0,0.602,0,0
16046,0.562,2,0.071,1,0.533,6,5,0,0,1,0.0,0.0,0.347,0,1
16047,0.014,2,0.119,2,0.4,0,4,3,0,0,0.0,0.0,0.153,0,0
16048,0.575,2,0.152,7,0.2,1,11,1,0,0,0.0,0.0,0.398,5,0
16049,0.301,2,0.133,1,0.533,2,0,4,0,1,0.0,0.0,0.398,0,0
16050,0.493,5,0.188,5,0.6,1,5,1,0,0,0.0,0.0,0.5,0,1
16051,0.507,2,0.142,10,0.933,0,3,5,0,1,0.0,0.0,0.653,0,0
16052,0.466,2,0.11,1,0.533,1,6,1,0,0,0.0,0.0,0.5,0,1
16053,0.575,2,0.099,3,0.867,1,5,1,0,0,0.073,0.0,0.551,0,1
16054,0.342,0,0.1,1,0.533,0,11,0,0,0,0.0,0.0,0.398,0,1
16055,0.26,2,0.304,5,0.6,1,0,2,0,1,0.0,0.0,0.398,0,0
16056,0.274,2,0.118,5,0.6,0,0,0,0,1,0.0,0.0,0.602,0,0
16057,0.205,2,0.011,5,0.6,0,2,3,0,0,0.0,0.0,0.398,0,0
16058,0.288,1,0.125,1,0.533,1,9,1,0,0,0.0,0.0,0.5,0,0
